TowNum|Tow_Firm|Tow_Firm_Address|Tow_Firm_Phone|Vehicle_State|Vehicle_Plate|Vehicle_Year|Make|Model|Color|Tow_From_Address|Date|Time|geom
324005|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|NY|GZP6265|2016|HYUNDAI|ACCENT|BLUE|ALBANY AV & GARDEN ST|7012016|1319|(41.7778896840495, -72.6855875473166)
324004|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|CT|AB71595|2013|NISSAN|ALTIMA|RED|ALBANY AV & GARDEN ST|7012016|1316|(41.7778896840495, -72.6855875473166)
324003|CAPITOL TOWING|181-211 WALNUT ST. HARTFORD, CT. 06120|860-293-2442|||2002|SUBARU|LEG|RED|100 PRESTON ST|7012016|1305|(41.7396953139314, -72.6766137746366)
324006|||860-246-7771|||2005|CHEVROLET|MALIBU|SILVER|88 WARD ST|7012016|1348|(41.7562731428182, -72.6868038859409)
324010|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|||2001|SUBARU|BLAZE|WHITE|495 FLATBUSH AV|7012016|1506|(41.7400674710041, -72.7141922851277)
324014|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|CT|8645JV|1998|BUICK|LASABRE|GRAY|PARK ST & SQUIRE ST|7012016|1752|(41.7579709352457, -72.6839523939422)
324013|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|CT|680ZTO|2005|FORD|EXPLORER|GRAY|178 HUNGERFORD ST|7012016|1706|(41.7585389618814, -72.6852917418186)
324020|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|CT|AB55481|2008|INFINITI|G35|BLUE|COLTS PK-WAWARME& LEDYARD|7012016|2117|
324034|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|CT|263ZBS|2013|FORD|EXPLORER|GRAY|118 BEDFORD ST|7022016|303|(41.7788803541361, -72.6840242449916)
324033|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|CT|AD69812|2001|HONDA|CIVIC LX|GRAY|960 MAIN ST|7022016|128|(41.7684171943316, -72.6714125391074)
324035|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|||1998|WHITE|FORD|EXPLORER|45 KENNETH ST|7022016|320|(41.7409243210198, -72.6858741888714)
324036|||860-296-8588|CT|2AKVF5|2008|ACURA|TL|BLUE|41 NILES ST|7022016|325|(41.7686247075419, -72.6962993108081)
324037|||860-296-8588|CT|797XUR|2008|HONDA|CIVIC|BLUE|1000 MAIN ST|7022016|329|(41.7690386430371, -72.6727834627171)
324039|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|CT|623YMH|2012|SUBARU|OUTBACK|BLUE|ASYLUM ST & FORD ST|7022016|524|(41.7675686266487, -72.6804492304071)
324040|||860-947-3062|CT|AA46820|2007|NISSAN|MURANO|GRAY|98 SIGOURNEY ST|7022016|715|(41.7676783656759, -72.6937089845702)
324015|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|CT|AC63868|2014|NISSAN|TOURING|BLACK|125 MAXIM RD|7012016|1834|(41.7432304856906, -72.6564685195418)
324043|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|CT|2ATPK6|2001|ACURA|CL|WHI|402 ALBANY AV|7022016|1017|(41.777301432017, -72.6831513234537)
324046|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|||2013|HONDA|ACCORD|WHI|I 91N-XT 27 BRAINARD RD|7022016|1057|
324045|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|CT|AC26658|1999|HONDA|ACCORD|WHI|215 WHITE ST|7022016|1038|(41.7345467191545, -72.6957774336471)
324044|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|CT|5517CR|2006|GMC|SAVANA|WHI|626 HILLSIDE AV|7022016|1033|(41.7325152193016, -72.6962924138294)
324016|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|||1987|FORD|LA8000|DUMPTRUCK|104 RESERVE RD|7012016|1909|(41.7468625464654, -72.6553504906077)
324012|||860-296-5382|||2004|NISSAN|MURANO|RED|15 EATON ST|7012016|1537|(41.7313458894599, -72.6706270890621)
324048|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|CT|387XVT|2010|TOYOTA|PRIUS|GRY|382 MAPLE AV|7022016|1606|(41.7481564384265, -72.6798457537733)
324050|CAPITOL TOWING|181-211 WALNUT ST. HARTFORD, CT. 06120|860-293-2442|CT|8ATAJ5|1995|GEO|PRIZM|TAN|76 FLATBUSH AV|7022016|1712|(41.7445998938051, -72.6969638762058)
324049|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|CT|828WYE|2003|INFINITI|FX35|BLK|382 MAPLE AV|7022016|1610|(41.7481564384265, -72.6798457537733)
324053|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|CT|934542|2001|SUZUKI|GSXR1000|BLK|ALBANY AV & OAKLAND TER|7022016|1911|(41.7814596797946, -72.6943215915283)
324052|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|||2009|YAMAHA|MC|YELLOW|487 MAPLE AV|7022016|1904|(41.7462077503838, -72.6813599167233)
324059|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|CT|829ZCX|2012|NISSAN|ALTIMA|RED|10 MARTIN ST|7022016|2310|(41.7859379216668, -72.6809771155272)
324060|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|||2013|SCOOTER|RENEGADE|BLUE|220 SOUTH MARSHALL ST|7022016|2347|(41.765942619176, -72.6982842666535)
324063|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|CT|AE8073|2001|HONDA|ACCORD EX|GRAY|239 FRANKLIN AV|7032016|302|(41.7440800798304, -72.676814003442)
324065|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|CT|2AKTP8|2011|NISSAN|SENTRA|BLUE|35 OWEN ST|7032016|315|(41.7657088789984, -72.704936618334)
324064|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|CT|AC70234|2005|TOYOTA|AVALON|GOLD|239 FRANKLIN AV|7032016|302|(41.7440800798304, -72.676814003442)
324062|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|CT|BTSJ|2009|HONDA|ACCORD LX|RED|AIRPORT RD & WETHERSFIELD AV|7032016|240|(41.7376787620391, -72.6712304430146)
324061|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|CT|AC47842|2002|VOLVO|V70|GOLD|ALBANY AV & VINE ST|7032016|226|(41.7790635078954, -72.6887630615747)
324307|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|||1998|NISSAN|MAXIMA|GREEN|18 ENFIELD ST|7092016|1430|(41.7811615151712, -72.6854124032699)
324393|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|CT|660YJY|2011|AUDI|A4|GRAY|123 BUSHNELL ST|7112016|1017|(41.7400394001697, -72.681672518949)
324017|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|CT|OANBN0|1993|TOYOTA|PASEO|BLACK|131 BRAINARD RD|7012016|2003|(41.7368832728477, -72.6600729281792)
324019|||860-296-1518|CT|AD06291|2008|NISSAN|SENTRA|BLACK|65 SUMNER ST|7012016|2039|(41.7716032273762, -72.690145521344)
324018|||860-296-1518|FL|EVGH06|2015|CHEVROLET|MALIBU|SILVER|25 LAUREL ST|7012016|2024|(41.7597665707753, -72.6972019962096)
324071|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|NY|GGN1223|2016|CHEVY|IMPALA|WHITE|453 ALBANY AV|7032016|2030|(41.7772687800453, -72.6844035424475)
324089|||860-296-5382|CT|AA53220|2016|CHEVROLET|EQUINOX|SILVER|451 GARDEN ST|7042016|156|(41.7817494860353, -72.6846047952463)
324100|||860-296-1518|||1997|VOLKSWAGON|JETTA|GREEN|159 HIGH ST|7042016|1000|(41.7704982603052, -72.6796646280972)
324085|||860-293-2442|CT|AB48172|2004|HYUNDAI|SONATA|GRAY|555 ASYLUM ST|7042016|139|(41.7676399626608, -72.6831981582053)
324097|||860-296-1518|CT|604ZED|2001|HYUNDAI|SONATA|GRAY|41 NILES ST|7042016|519|(41.7686247075419, -72.6962993108081)
324077|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|CT|AC22693|2015|CHRYS|200 LIMI|RED|BLUE HILLS AV & BRANFORD ST|7032016|2229|(41.7984150417943, -72.6956616138447)
324069|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|CT|336YRP|2010|SUBA|LEG|GRY|60 CAPEN ST|7032016|1713|(41.7849802858468, -72.6772705242732)
324075|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|CT|534XAG|2001|BMW|X5|RED|978 ALBANY AV|7032016|2130|(41.7810393948224, -72.6926334580153)
324087|||860-296-5382|CT|1526CY|2014|CHEVROLET|EQUINOX LS|GRAY|16 ELLSWORTH ST|7042016|150|(41.744518303277, -72.6844973917362)
324092|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|CT|AD12387|2004|PONTIAC|GRAND PRIX|GREEN|TOWER AV & WAVERLY ST|7042016|416|(41.799305044979, -72.680748694594)
324099|||860-296-1518|CT|818YKJ|2008|HONDA|ACCORD|WHITE|114 HUYSHOPE AV|7042016|621|(41.7560734187816, -72.6647076965941)
324095|||860-296-1518|CT|6581CE|2007|CHEVROLET|AVALANCHE|GRAY|610 FARMINGTON AV|7042016|515|(41.7661902952482, -72.7133530577941)
324072|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|CT|382HFD|2011|FORD|CROWNE/VIC|BLU/WHI|104 DOUGLAS ST|7032016|2036|(41.7373728641454, -72.6823474798111)
324084|||860-293-2442|CT|AE94776|2006|PONTIAC|G6|GRAY|967 ASYLUM AV|7042016|136|(41.7709161328927, -72.697277210001)
324090|||860-296-5382|CT|AD06680|2004|NISSAN|QUEST|GRAY|265 WASHINGTON ST|7042016|230|(41.7541829414637, -72.6831678425595)
324101|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|CT|5ANDB5|2013|TOYT|HIGHLANDER|WHT|435 FRANKLIN AV|7042016|1048|(41.7375808755096, -72.6756899644901)
324070|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|CT|9AGMH2|2010|ACURA|TSX|BLK|940 MAPLE AV|7032016|1757|(41.7335820292196, -72.6873513079084)
324073|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|OK|2RL335|2002|FORD||WHITE|ALBANY AV & IRVING ST|7032016|2101|(41.7782257922926, -72.6866220233058)
324078|CAPITOL TOWING|181-211 WALNUT ST. HARTFORD, CT. 06120|860-293-2442|CT|2ARTX9|2008|FORD|EDGE LIM|GRY|80 SEYMOUR ST|7042016|23|(41.7542786083286, -72.6798859784253)
324098|||860-296-1518|CT|AD59309|1999|HONDA|ACCORD|TAN|3224 MAIN ST|7042016|521|(41.7951390216162, -72.6631411563582)
324066|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|CT|2AVTH7|2001|HONDA|ACCORD|GRAY|165 ALBANY AV|7032016|838|(41.7754344148688, -72.6798099732236)
324081|||860-293-2442|CT|AA53655|2015|MAZDA|M3 TOURING|BLUE|1429 PARK ST|7042016|127|(41.7573887074393, -72.7023130265846)
324094|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|CT|AB96471|2000|MAZDA|PROTEGE ES|TAN|496 EDGEWOOD ST|7042016|428|(41.7870791406897, -72.6829628308711)
324082|||860-293-2442|||2000|JEEP|GRAND CHK|BROWN|212 LAUREL ST|7042016|130|(41.7649109744849, -72.6968571277469)
324096|||860-296-1518|CT|AB97210|2013|HONDA|CIVIC|WHITE|3324 MAIN ST|7042016|517|(41.7967538322555, -72.6627158541776)
324076|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|||1997|NISSAN|MAXIMA|BLACK|53 MILFORD ST|7032016|2136|(41.7817260789058, -72.6992256519253)
324086|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|NC|AJE2838|2008|TOYOTA|SIENNA|GRY|91 DILLON RD|7042016|143|(41.7881223625891, -72.707242413027)
324074|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|CT|AC68499|2014|TOYOTA|COROLLA|GRY|AIRPORT RD & BRAINARD RD|7032016|2125|(41.7391898133881, -72.6600425579825)
324093|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|CY|AB59321|2006|NISS|ALTIMA|GRN|CHARLOTTE ST & GARDEN ST|7042016|423|(41.7941483689292, -72.6798966479922)
324091|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|CT|AE821621|1995|FORD|TAURUS G|TAN|200 MATHER ST|7042016|254|(41.7804942131973, -72.6852437247209)
324088|||860-296-5382|CT|AC73760|2001|CHEVROLET|IMPALA|TAN|180 EARLE ST|7042016|153|(41.7925370399045, -72.6766518281425)
324068|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|CT|6AAKG1|1998|HONDA|CIVIC|GRY|546 FRANKLIN AV|7032016|1036|(41.7338370157042, -72.6745376615103)
324079|||860-293-2442|CT|694YDN|2013|DODGE|AVENGER|GRAY|1429 PARK ST|7042016|122|(41.7573887074393, -72.7023130265846)
324083|||860-293-2442|CT|3085|2004|NISSAN|MAXIMA|BLACK|69 JAMES ST|7042016|133|(41.7591299146065, -72.712127360471)
324102|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|CT|789DEL|2010|DODGE|JOURNEY|TAN|MAIN ST & MORGAN ST|7042016|1136|(41.7700503358911, -72.6736002568873)
324080|||860-293-2442|CT|NEWTON|2010|MERCEDES-B|R350|BLACK|2995 MAIN ST|7042016|125|(41.7934274204079, -72.666951653936)
324124|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|CT|TONYM75|2014|NISSAN|ALTIMA|BLACK|85 JEFFERSON ST|7052016|1027|(41.7552265386073, -72.6798388578051)
324108|||860-947-3062|CT|0AUFH2|2015|HYUNDAI|ELANTRA|BLUE|891 WEST BLVD|7052016|141|(41.7612527742581, -72.7089799926052)
324120|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|CT|9AJNH3|2001|KIA|RIO|GRAY|125 WESTON ST|7052016|733|(41.789735343898, -72.6625806326514)
324123|CAPITOL TOWING|181-211 WALNUT ST. HARTFORD, CT. 06120|860-293-2442|CT|5AKDP6|1994|BUICK|LESABRE|WHITE|57 FISHFRY ST|7052016|1005|(41.7933623611591, -72.6593557976876)
324107|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|MI|BAL7627|2015|TOYOTA|COROLLA|SILVER|104 DART ST|7052016|47|(41.7367078545046, -72.70413071393)
324111|||860-947-3062|||2001|NISSAN|MAXIMA|GRAY|3281 MAIN ST|7052016|151|(41.7961192599885, -72.6636043340129)
324113|||860-296-9663|CT|AD18280|2003|HONDA|ACCORD|GRAY|3324 MAIN ST|7052016|156|(41.7967538322555, -72.6627158541776)
324116|||860-296-9663|CT|3AMEP2|2012|JEEP|PATRIOT|GRAY|3281 MAIN ST|7052016|204|(41.7961192599885, -72.6636043340129)
324127|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|CT|AB57932|1999|LEXUS|ES 300|BROWN|55 FOREST ST|7052016|1047|(41.7655501152199, -72.7008827363291)
324114|||860-296-9663|CT|AA239801|2000|HONDA|ACCORD|GREEN|3324 MAIN ST|7052016|158|(41.7967538322555, -72.6627158541776)
324110|||860-947-3062|||1996|HONDA|ACCORD|GREEN|165 WETHERSFIELD AV|7052016|147|(41.7512352556962, -72.6742493349889)
324112|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|CT|AB99371|2007|HONDA|CIVIC|GRAY|120 SALISBURY ST|7052016|151|(41.8037049696583, -72.6969142686281)
324109|||860-947-3062|CT|AA68417|2010|HONDA|CROSSTOUR|GRAY|3281 MAIN ST|7052016|144|(41.7961192599885, -72.6636043340129)
324122|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|CT|2640CJ|2005|JEEP|CHEEROOKE|TAN|107 VAN BLOCK AV|7052016|842|(41.7551687632214, -72.6683151256428)
324106|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|||2001|ACURA|TL|GRY|35 DEAN ST|7042016|2241|(41.751296697198, -72.677054381037)
324119|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|||1997|MERCEDES|E320|BLUE|BARNARD ST & MAPLE AV|7052016|539|(41.7474970186171, -72.6804367173151)
324125|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|CT|2AHNM2|2006|TOYOTA|COROLLA|RED|116 HENRY ST|7052016|1038|(41.7399866061939, -72.6887190975833)
324126|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|CT|555ZGL|1996|FORD|RANGER|GREEN|55 FISHFRY ST|7052016|1045|(41.7932803227962, -72.6591315232625)
324117|||860-296-9663|NY|HEG5542|2016|MERCEDES B|CLA250|WHITE|445 FARMINGTON AV|7052016|523|(41.7666367765596, -72.7057981521885)
324121|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|||2000|INFINITI|J30|BLACK|129 WESTON ST|7052016|836|(41.7900758787063, -72.6620019359482)
324115|||860-296-9663|||1998|TOYOTA|AVALON XL|WHITE|3324 MAIN ST|7052016|201|(41.7967538322555, -72.6627158541776)
324383|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|NJ|J55DXP|2014|PORSCHE|CAY|BLK|CHAPEL ST SOUTH & TRUMBULL ST|7102016|1834|(41.7694909109279, -72.6753560447926)
324376|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|NJ|JPK95S|2010|FORD|EDGE|BLU|280 TRUMBULL ST|7102016|1746|(41.7685491335073, -72.6751656197656)
324380|||860-293-2442|CT|4ABGJ0|2013|HONDA|CIVIC|GRAY|90 WESTON ST|7102016|1753|(41.7872336264844, -72.663068523772)
324377|||860-246-7771|NY|HFR4822|2010|SUBARU|FORESTER|BLACK|90 WESTON ST|7102016|1739|(41.7872336264844, -72.663068523772)
324381|||860-293-2442|CT|AE68172|2001|VOLKSWAGON|JETTA|WHITE|90 WESTON ST|7102016|1825|(41.7872336264844, -72.663068523772)
324378|||860-246-7771|CT|0ADMS3|2006|HYUNDAI|TIBURON|RED|90 WESTON ST|7102016|1749|(41.7872336264844, -72.663068523772)
324382|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|CT|AE69658|2006|NISS|ALTIMA|GRY|CHAPEL ST SOUTH & TRUMBULL ST|7102016|1834|(41.7694909109279, -72.6753560447926)
324131|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|||2004|CHEVY|EXPRESS|WHITE|3155 MAIN ST|7052016|1229|(41.794749401242, -72.6645141925705)
324129|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|||2011|TOYOTA|PRIUS|BLK|170 BONNER ST|7052016|1231|(41.7488081745138, -72.7018355908805)
324386|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|CT|AF15602|2012|BMW|528XI|GRY|46 MARTIN ST|7102016|2151|(41.7869049920274, -72.680740698768)
324153|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|CT|9846CJ|2013|GMC|SIERRA|BROWN|410 MARKET ST|7062016|815|(41.7736372916774, -72.6704031520738)
324173|||860-296-9663|CT|9APAU3|2015|MAZDA|6|BLUE|16 OWEN ST|7062016|2159|(41.7664040994588, -72.7046894768443)
324145|||860-293-2442|CT|ID11975|2001|NISSAN|SENTRA|WHITE|16 LISBON ST|7062016|505|(41.756257499848, -72.6720794972524)
324156|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|||1999|MAZDA|626ES/LX|TAN|84 MADISON ST|7062016|918|(41.7545098246198, -72.6859339953982)
324149|CROSS COUNTRY AUTO|585 WINDOSR ST. HARTFORD, CT 06120|860-296-2826|CT|2ATKX3|2004|ACURA|TL|BLACK|383 GARDEN ST|7062016|721|(41.7795794816676, -72.6851817586492)
324157|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|MA|4DF755|2016|CHEVY|YUKON|BLACK|250 TRUMBULL ST|7062016|1148|(41.7680565565151, -72.6751931207399)
324158|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|||2001|CHRYSLER|GRAND CARA|GREEN|33 OTIS ST|7062016|1307|(41.7399550745944, -72.6770660661193)
324160|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|CT|AD58867|2001|ACURA|CL|WHITE|260 COLLINS ST|7062016|1411|(41.7735317156109, -72.6943752426254)
324167|CAPITOL TOWING|181-211 WALNUT ST. HARTFORD, CT. 06120|860-293-2442|||2001|HONDA|ACCORD|COUPE|35 PAWTUCKET ST|7062016|1907|(41.7489505166045, -72.6789340237277)
324138|CAPITOL TOWING|181-211 WALNUT ST. HARTFORD, CT. 06120|860-293-2442|CT|873JFT|2011|FORD|FUSION|BLU|1 POPE PARK DR|7062016|44|(41.7559773924242, -72.6980249619692)
324159|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|||2008|TOYTOA|AVALON|GRY|MAIN ST & WINDSOR ST|7062016|1354|(41.7920861965867, -72.6687050317051)
324141|||860-293-2442|CT|3AJWG8|2014|NISSAN|VERSA|GRAY|3 LISBON ST|7062016|245|(41.7566799461123, -72.6724638543486)
324152|CROSS COUNTRY AUTO|585 WINDOSR ST. HARTFORD, CT 06120|860-296-2826|VA|VNL9210|2000|FORD|WINDSTAR|TAN|281 WETHERSFIELD AV|7062016|807|(41.7480647695045, -72.6738162709876)
324161|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|CT|0ARGM5|1996|TOYTOA|TERCEL|GREEN|AIRPORT RD & LOCUST ST|7062016|1413|(41.7383590504104, -72.6663768271146)
324144|||860-293-2442|CT|84914|1998|BUICK|REGAL|GREEN|16 LISBON ST|7062016|422|(41.756257499848, -72.6720794972524)
324147|||860-293-2442|CT|UAHNN1|2004|ACURA|MDX|GREEN|63 CENTER ST|7062016|527|(41.7786490099698, -72.6801923222882)
324171|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|CT|633UWJ|2008|HYUNDAI|VERACRUZ|BLK|FLATBUSH AV & HILLSIDE AV|7062016|2106|(41.7443061247023, -72.6983177269336)
324139|||860-293-2442|CT|C031425|2002|FORD|F150|WHITE|27 ANNAWAN ST|7062016|55|(41.7501273412685, -72.6751887082539)
324162|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|CT|00BTHX|1992|TOYOTA|CAMRY LE|RED|260 COLLINS ST|7062016|1416|(41.7735317156109, -72.6943752426254)
324168|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|CT|5AMGL6|2002|ACURA|RSX|BLACK|495 FLATBUSH AV|7062016|1939|(41.7400674710041, -72.7141922851277)
324172|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|CT|9AUVR7|2005|HONDA|ACCORD|WHITE|136 MARTIN ST|7062016|2149|(41.7895719220281, -72.6797388922506)
324143|||860-293-2442|CT|AD11878|1992|MAZADA|PROTEGE|GREEN|16 LISBON ST|7062016|419|(41.756257499848, -72.6720794972524)
324142|||860-293-2442|CT|AD35301|2016|BUICK|VERANO|BLACK|45 WEBSTER ST|7062016|317|(41.7447213673226, -72.6832869312763)
324140|||860-293-2442|MA|114KW6|2012|SCION|IQ|PURPLE|555 ASYLUM ST|7062016|107|(41.7676399626608, -72.6831981582053)
324165|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|CT|947WUO|2012|CHEVY|SONIC|WHITE|ADELAIDE ST & MAPLE AV|7062016|1848|(41.7412265227233, -72.6836793543219)
324150|CROSS COUNTRY AUTO|585 WINDOSR ST. HARTFORD, CT 06120|860-296-2826|CT|AB43382|1999|TOYOTA|SIENNA|RED|381 GARDEN ST|7062016|724|(41.7795394854894, -72.6852104326354)
324151|CROSS COUNTRY AUTO|585 WINDOSR ST. HARTFORD, CT 06120|860-296-2826|CT|AD26342|2005|INFINITI|FX35|WHITE|381 GARDEN ST|7062016|727|(41.7795394854894, -72.6852104326354)
324136|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|CT|4AFXH2|1997|LEXUS|ES300|WHITE|85 GILLETT ST|7052016|2345|(41.7711735195001, -72.6994247049846)
324169|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|MA|3PB693|2015|HONDA|CIVIC|GRY|495 FLATBUSH AV|7062016|1942|(41.7400674710041, -72.7141922851277)
324164|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|||2010|FORD|CROWN|WHITE|253 HIGH ST|7062016|1808|(41.7724354537278, -72.6780354428668)
324166|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|CT|AE82399|2012|NISSAN|MAXIMA S|GRY|ADELAIDE ST & MAPLE AV|7062016|1851|(41.7412265227233, -72.6836793543219)
324137|||860-246-7771|CT|CO31425|2002|FORD|F150|WHITE|27 ANNAWAN ST|7052016|2357|(41.7501273412685, -72.6751887082539)
324298|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|CT|9AXAG8|2012|TOYOTA|CAMRY|GRY|2657 MAIN ST|7092016|421|(41.7902284233251, -72.6711028773884)
